time,slice_name,avg_target_ratio,avg_scheduling_weight,avg_admission_guard_factor
4,URLLC,0.19999999999999996,1.9916758607991027,1.0140868518804373
4,eMBB,0.6667645240977647,1.3458747923834669,1.0474383713025033
4,mMTC,0.1332354759022354,0.9767232797201327,1.009577885464712
5,URLLC,0.19999999999999998,1.9999062763759237,1.0148788987876778
5,eMBB,0.6846763094655948,1.347231572057474,1.046140689728661
5,mMTC,0.1153236905344052,0.9773238607650049,1.0082230820921287
6,URLLC,0.19999999999999998,2.052143152813701,1.0169863845398368
6,eMBB,0.6927056319067618,1.3512181767060656,1.0466230510459122
6,mMTC,0.10729436809323815,0.9796325533938423,1.008600517461942
7,URLLC,0.19999999999999998,2.391214231296448,1.0396322411547472
7,eMBB,0.6964023468463506,1.3530817391099013,1.0463441991509264
7,mMTC,0.10359765315364945,0.9810480657529411,1.00831601681438
8,URLLC,0.19999999999999998,2.253677421056945,1.03009642231807
8,eMBB,0.6977252604642069,1.3541782371527709,1.0465947323511766
8,mMTC,0.102274739535793,0.9818849425306115,1.0085900282579783
9,URLLC,0.19999999999999998,2.4308751714304644,1.0406362250990178
9,eMBB,0.6980009749577684,1.3528364664186376,1.0472001486691371
9,mMTC,0.10199902504223164,0.9810991695696344,1.009202584532513
10,URLLC,0.19999999999999998,2.4152088863124983,1.0409746185466988
10,eMBB,0.6965040649552444,1.3540777038687772,1.0463178063874279
10,mMTC,0.10349593504475564,0.9817906569557476,1.0083147459569852
11,URLLC,0.19999999999999998,2.4799592813312077,1.045468387326698
11,eMBB,0.6942638296795839,1.3535774044052427,1.0462619114580671
11,mMTC,0.10573617032041616,0.9811901431746957,1.0081933447831573
12,URLLC,0.19999999999999996,2.502189310187632,1.04514009849507
12,eMBB,0.6924332269240014,1.3475122246373792,1.0464629388436992
12,mMTC,0.10756677307599852,0.9795261555837148,1.0091196413233512
13,URLLC,0.19999999999999998,2.496707480189703,1.0463146117888122
13,eMBB,0.6896100691458573,1.3385638962503654,1.0438267750576193
13,mMTC,0.11038993085414271,0.9798510749803814,1.008337647729068
14,URLLC,0.19999999999999996,2.491006666784628,1.04620623995882
14,eMBB,0.6866711304059872,1.32638443967539,1.0414828605357809
14,mMTC,0.1133288695940127,0.9803933216846736,1.008445541780141
15,URLLC,0.2,2.421335064111502,1.0406159496543752
15,eMBB,0.6852411014808842,1.3166408440089798,1.0402814921447916
15,mMTC,0.11475889851911572,0.9791861558938589,1.0088618608868236
16,URLLC,0.19999999999999998,2.473091951474487,1.0450496526588446
16,eMBB,0.6843000524741267,1.311419356894302,1.038592595327483
16,mMTC,0.11569994752587318,0.978705439876714,1.0081303670420871
17,URLLC,0.19999999999999998,2.47751743527775,1.0443759764362412
17,eMBB,0.6835166814203129,1.310661858539286,1.039356588572751
17,mMTC,0.11648331857968709,0.9781119015194094,1.008839999347291
18,URLLC,0.19999999999999996,2.4850946381484063,1.0446829709635959
18,eMBB,0.6825922764009879,1.3031359590366396,1.038060225440924
18,mMTC,0.11740772359901215,0.9781000762134655,1.0089839969730636
19,URLLC,0.19999999999999998,2.484142149818265,1.044605302249198
19,eMBB,0.6812592250969335,1.2917856078734606,1.0361584115934406
19,mMTC,0.11874077490306657,0.9769222927943815,1.0090182143927737
20,URLLC,0.19999999999999998,2.4541866425016146,1.0441230586237709
20,eMBB,0.680059196542884,1.2893835942338658,1.0344690689656133
20,mMTC,0.11994080345711586,0.9783255492308828,1.0081772309178942
21,URLLC,0.2,2.4599961899248126,1.0443420224411986
21,eMBB,0.6792127629321147,1.2870308772105266,1.0341520250892686
21,mMTC,0.12078723706788518,0.9781938487244798,1.0082785674355206
22,URLLC,0.19999999999999998,2.4507858567404135,1.043478731529459
22,eMBB,0.6783378110402551,1.2835071615261147,1.0335551638154308
22,mMTC,0.1216621889597448,0.9781382601020538,1.008372303475176
23,URLLC,0.19999999999999996,2.507059694164501,1.046694563539184
23,eMBB,0.6779927173692638,1.2820036848543617,1.0336260228752308
23,mMTC,0.12200728263073617,0.9776970011564938,1.0086221904179051
24,URLLC,0.19999999999999998,2.5034316808751003,1.0464063180512562
24,eMBB,0.6783201043502081,1.2811407823316698,1.033743549096921
24,mMTC,0.12167989564979191,0.9769931797736324,1.0087072037739737
25,URLLC,0.2,2.486510926609818,1.0446981468035805
25,eMBB,0.6780622791300989,1.2812772942408757,1.0340425200644354
25,mMTC,0.12193772086990114,0.9771716685543498,1.0090276665819065
26,URLLC,0.2,2.4566161891759606,1.0444989785912924
26,eMBB,0.6779535447111068,1.2814968218684146,1.0332688218302737
26,mMTC,0.12204645528889321,0.9776714139667982,1.008300704063081
27,URLLC,0.19999999999999998,2.413938986845357,1.0405409123708877
27,eMBB,0.6778796612939882,1.2819516969808191,1.033645614666007
27,mMTC,0.12212033870601176,0.9776644329822446,1.0086471466672013
28,URLLC,0.19999999999999998,2.4826153095999737,1.0455157188131348
28,eMBB,0.6778400544214581,1.2815044533348865,1.0334710052031442
28,mMTC,0.12215994557854183,0.9774996291760936,1.008497072770822
29,URLLC,0.19999999999999998,2.448156015518768,1.0427447809399222
29,eMBB,0.6781390205690897,1.2807002116981894,1.03372642650589
29,mMTC,0.12186097943091027,0.9766507830202482,1.0087075066527962
30,URLLC,0.19999999999999996,2.5079977990660725,1.0466434035149974
30,eMBB,0.6785228076334813,1.280002159175342,1.0338397613078043
