slice_name,baseline_state_ratio,ml_state_ratio,ml_action_target_ratio_mean,ml_action_target_ratio_min,ml_action_target_ratio_max,ml_scheduling_weight_mean,ml_admission_guard_factor_mean,target_ratio_delta_vs_baseline_state
URLLC,0.16285714285714287,0.1999257142857143,0.19999999999999998,0.1999999999999999,0.2,2.7983949932575247,1.1470523963402093,0.037142857142857116
eMBB,0.6371428571428571,0.6937545101649265,0.6938674372997781,0.6594489721906449,0.7000000000000001,1.3450704025364857,1.0451725112141448,0.056724580156920945
mMTC,0.2,0.10631977554935933,0.10613256270022188,0.1,0.1405510278093552,0.9742068096394706,1.0094861405522317,-0.09386743729977813
