slice_name,baseline_state_ratio,ml_state_ratio,ml_action_target_ratio_mean,ml_action_target_ratio_min,ml_action_target_ratio_max,ml_scheduling_weight_mean,ml_admission_guard_factor_mean,target_ratio_delta_vs_baseline_state
URLLC,0.18285714285714286,0.19996571428571427,0.19999999999999998,0.1999999999999999,0.2,2.7927135651233237,1.0848870880691828,0.017142857142857126
eMBB,0.6371428571428571,0.6870433597167138,0.6871446865716484,0.6640224645328476,0.7000000000000001,1.3415029508574945,1.043441828194188,0.05000182942879128
mMTC,0.18,0.11299092599757195,0.11285531342835162,0.1,0.1359775354671523,0.9799755555782226,1.0088345344143532,-0.06714468657164838
