slice_name,baseline_state_ratio,ml_state_ratio,ml_action_target_ratio_mean,ml_action_target_ratio_min,ml_action_target_ratio_max,ml_scheduling_weight_mean,ml_admission_guard_factor_mean,target_ratio_delta_vs_baseline_state
URLLC,0.18285714285714286,0.19996571428571427,0.19999999999999998,0.1999999999999999,0.2,2.7931594273317537,1.0845076299039058,0.017142857142857126
eMBB,0.6371428571428571,0.6868908070690076,0.6869908620411518,0.6644403714868856,0.7000000000000001,1.3415222030959877,1.0431038001322077,0.04984800489829466
mMTC,0.18,0.113143478645278,0.1130091379588481,0.1,0.1355596285131144,0.9802872701230237,1.008614540743116,-0.0669908620411519
