metric,baseline,ml_policy,delta_ml_minus_baseline,delta_pct
connected_clients_ratio,0.8134565,0.8124896666666666,-0.0009668333333334722,-0.1188549520882152
coverage_ratio,0.9991858333333333,0.9993573333333333,0.0001714999999999911,0.017163974335770816
block_ratio,0.0,0.0,0.0,0.0
handover_ratio,0.0,0.0,0.0,0.0
avg_slice_load_ratio,0.7003050550739167,0.7508208290272287,0.05051577395331197,7.213395589152226
total_bandwidth_usage,329143375.8847408,352885789.64279747,23742413.75805664,7.21339558915223
avg_latency_ms,0.7647650863579332,0.7651046526774572,0.0003395663195240317,0.04440138881616052
p95_latency_ms,3.5295062407624,4.110347876260179,0.5808416354977792,16.456739154888506
latency_violation_ratio,0.0,0.0,0.0,0.0
avg_state_sla_violation_share,0.009166666666666667,0.006666666666666666,-0.0025000000000000005,-27.272727272727277
bandwidth_jain_fairness,0.4055162889619561,0.40005764182199843,-0.00545864713995764,-1.3460981194937274
bandwidth_jain_fairness_min,0.33333333333333337,0.33333333333333337,0.0,0.0
