slice_name,baseline_state_ratio,ml_state_ratio,ml_action_target_ratio_mean,ml_action_target_ratio_min,ml_action_target_ratio_max,ml_scheduling_weight_mean,ml_admission_guard_factor_mean,target_ratio_delta_vs_baseline_state
URLLC,0.16285714285714287,0.1999257142857143,0.19999999999999998,0.1999999999999999,0.2,2.7977907399455195,1.147025893434545,0.037142857142857116
eMBB,0.6371428571428571,0.6924338170311821,0.6925442986534608,0.6575800643610308,0.7000000000000001,1.3485372595403493,1.0434254436420587,0.055401441510603666
mMTC,0.2,0.10764046868310359,0.10745570134653926,0.1,0.1424199356389692,0.9771005614056077,1.007988151361627,-0.09254429865346075
