base_station_id,slice_name,avg_bandwidth_usage_mbps_baseline,avg_bandwidth_usage_mbps_ml,avg_bandwidth_usage_mbps_delta,avg_bandwidth_usage_mbps_delta_pct,avg_slice_capacity_mbps_baseline,avg_slice_capacity_mbps_ml,avg_slice_capacity_mbps_delta,avg_slice_capacity_mbps_delta_pct,avg_slice_load_ratio_baseline,avg_slice_load_ratio_ml,avg_slice_load_ratio_delta,avg_slice_load_ratio_delta_pct,avg_remaining_capacity_ratio_baseline,avg_remaining_capacity_ratio_ml,avg_remaining_capacity_ratio_delta,avg_remaining_capacity_ratio_delta_pct,avg_request_count_per_window_baseline,avg_request_count_per_window_ml,avg_request_count_per_window_delta,avg_request_count_per_window_delta_pct,total_request_count_baseline,total_request_count_ml,total_request_count_delta,total_request_count_delta_pct,avg_requested_usage_mbps_per_window_baseline,avg_requested_usage_mbps_per_window_ml,avg_requested_usage_mbps_per_window_delta,avg_requested_usage_mbps_per_window_delta_pct,avg_clients_seen_per_window_baseline,avg_clients_seen_per_window_ml,avg_clients_seen_per_window_delta,avg_clients_seen_per_window_delta_pct,avg_state_sla_violation_share_baseline,avg_state_sla_violation_share_ml,avg_state_sla_violation_share_delta,avg_state_sla_violation_share_delta_pct,avg_sla_safety_margin_baseline,avg_sla_safety_margin_ml,avg_sla_safety_margin_delta,avg_sla_safety_margin_delta_pct,avg_sla_breach_count_per_window_baseline,avg_sla_breach_count_per_window_ml,avg_sla_breach_count_per_window_delta,avg_sla_breach_count_per_window_delta_pct
BS_0,URLLC,1.8894887345,1.8927617509999999,0.0032730164999998923,0.1732223347108764,14.4,15.9968,1.5968,11.088888888888889,0.1312144954513889,0.11832286340624999,-0.01289163204513892,-9.824853573372835,0.8687855045486111,0.88167713659375,0.012891632045138879,1.4838682249696251,13.501,13.522,0.021000000000000796,0.1555440337752818,27002.0,27044.0,42.0,0.1555440337752759,1.8894887345,1.8927617509999999,0.0032730164999998923,0.1732223347108764,37.094,37.1455,0.051499999999997215,0.1388364695098863,0.0255,0.019,-0.006499999999999999,-25.49019607843137,0.1137279443590033,0.0538537822677426,-0.059874162091260695,-52.646834011399015,0.0255,0.019,-0.006499999999999999,-25.49019607843137
BS_0,eMBB,49.305739418321146,54.98765630803875,5.681916889717606,11.523844803362396,49.6,55.728736319187405,6.128736319187404,12.356323224168152,0.9940673269822811,0.9866491384178356,-0.007418188564445427,-0.746246090490172,0.005932673017718895,0.013350861582164399,0.007418188564445503,125.0395655093391,3.077,3.482,0.40500000000000025,13.162170945726364,6154.0,6964.0,810.0,13.162170945726356,50.719079505,56.821131067,6.102051562,12.031077104619861,293.8875,293.686,-0.20150000000001,-0.06856365105695547,0.0005,0.0005,0.0,0.0,0.12125431350206853,0.05748150549926382,-0.06377280800280472,-52.594259256365994,0.0005,0.0005,0.0,0.0
BS_0,mMTC,2.138412848,2.1183195435,-0.02009330450000002,-0.9396363531388593,16.0,8.274463680812602,-7.725536319187398,-48.28460199492124,0.13365080299999998,0.2563074296699179,0.12265662666991789,91.77395415268691,0.866349197,0.7436925703300822,-0.12265662666991783,-14.157873879799746,26.7625,26.551,-0.2115000000000009,-0.7902849135917829,53525.0,53102.0,-423.0,-0.7902849135917797,2.139326445,2.1195810925,-0.0197453525000002,-0.9229705240239855,97.375,96.955,-0.4200000000000017,-0.43132220795892345,0.0005,0.0005,0.0,0.0,0.17288749084975338,0.11286602449417246,-0.06002146635558092,-34.717067186626096,0.0005,0.0005,0.0,0.0
BS_1,URLLC,2.609058826,2.5770268114999997,-0.03203201450000037,-1.2277229697081722,10.4,12.9948,2.5947999999999993,24.949999999999992,0.25087104096153845,0.19833165972115388,-0.05253938124038457,-20.94278440389598,0.7491289590384616,0.8016683402788461,0.0525393812403846,7.013396105768104,18.6185,18.389,-0.2295000000000016,-1.2326449499154153,37237.0,36778.0,-459.0,-1.2326449499154066,2.609058826,2.5770268114999997,-0.03203201450000037,-1.2277229697081722,49.0,48.544,-0.45600000000000307,-0.9306122448979653,0.0255,0.019,-0.006499999999999999,-25.49019607843137,0.1137279443590033,0.0538537822677426,-0.059874162091260695,-52.646834011399015,0.0255,0.019,-0.006499999999999999,-25.49019607843137
BS_1,eMBB,41.36815875058292,44.430470317857655,3.062311567274733,7.402581259992824,41.6,44.93786508232536,3.337865082325358,8.023714140205188,0.9944268930428585,0.9886744291652337,-0.005752463877624736,-0.5784702644175989,0.005573106957141438,0.011325570834766267,0.005752463877624829,103.21825728202761,2.593,2.789,0.19600000000000017,7.5588121866563895,5186.0,5578.0,392.0,7.558812186656382,42.697652365,46.053200425,3.3555480599999967,7.858858448036354,268.4665,269.123,0.6564999999999941,0.24453702789733323,0.0005,0.0005,0.0,0.0,0.12125431350206853,0.05748150549926382,-0.06377280800280472,-52.594259256365994,0.0005,0.0005,0.0,0.0
BS_1,mMTC,2.4538206385,2.4374093909999996,-0.016411247500000226,-0.6688038743545773,13.0,7.06733491767464,-5.93266508232536,-45.635885248656614,0.18875543373076922,0.34542368422553466,0.15666825049476543,83.00065719868428,0.8112445662692307,0.6545763157744653,-0.1566682504947654,-19.312086269527175,30.6425,30.5495,-0.09299999999999997,-0.3035000407930162,61285.0,61099.0,-186.0,-0.30350004079301623,2.4549629989999997,2.4384909980000002,-0.01647200099999946,-0.6709673834884328,112.072,111.282,-0.7900000000000063,-0.7049039902919607,0.0005,0.0005,0.0,0.0,0.17288749084975338,0.11286602449417246,-0.06002146635558092,-34.717067186626096,0.0005,0.0005,0.0,0.0
BS_2,URLLC,2.6435347785,2.642111484,-0.0014232944999998942,-0.05384058161729588,10.4,12.9948,2.5947999999999993,24.949999999999992,0.25418603639423076,0.2033558381923077,-0.050830198201923055,-19.99724254053349,0.7458139636057692,0.7966441618076923,0.05083019820192303,6.815399105183746,18.8495,18.972,0.12250000000000227,0.6498846123239465,37699.0,37944.0,245.0,0.6498846123239344,2.6435347785,2.642111484,-0.0014232944999998942,-0.05384058161729588,50.9995,51.0,0.0005000000000023874,0.0009804017686494719,0.0255,0.019,-0.006499999999999999,-25.49019607843137,0.1137279443590033,0.0538537822677426,-0.059874162091260695,-52.646834011399015,0.0255,0.019,-0.006499999999999999,-25.49019607843137
BS_2,eMBB,41.35527699266792,44.25650366451498,2.9012266718470627,7.015372360730254,41.6,44.90477756477443,3.304777564774426,7.944176838400062,0.9941172354006711,0.9855285718398448,-0.008588663560826326,-0.8639487632829074,0.005882764599328846,0.014471428160155305,0.00858866356082646,145.9970633842178,2.5945,2.8105,0.2160000000000002,8.325303526691084,5189.0,5621.0,432.0,8.325303526691078,42.7055796025,45.941768295500005,3.2361886930000026,7.577906032706215,260.826,261.764,0.9379999999999882,0.35962672432962517,0.0005,0.0005,0.0,0.0,0.12125431350206853,0.05748150549926382,-0.06377280800280472,-52.594259256365994,0.0005,0.0005,0.0,0.0
BS_2,mMTC,2.5234969295000003,2.5202533585,-0.003243571000000056,-0.12853477101883098,13.0,7.100422435225578,-5.899577564774422,-45.38136588288017,0.19411514842307692,0.35539518289726163,0.1612800344741847,83.08472356967856,0.8058848515769231,0.6446048171027383,-0.16128003447418482,-20.012788943556703,31.5215,31.5935,0.07199999999999918,0.2284155259108836,63043.0,63187.0,144.0,0.22841552591088624,2.5243670675,2.521792331,-0.0025747365000001743,-0.10199532917176177,116.0995,116.165,0.06550000000000011,0.056417124966085225,0.0005,0.0005,0.0,0.0,0.17288749084975338,0.11286602449417246,-0.06002146635558092,-34.717067186626096,0.0005,0.0005,0.0,0.0
BS_3,URLLC,2.3987460065,2.4031301409999997,0.004384134499999526,0.18276776649631185,10.4,12.9948,2.5947999999999993,24.949999999999992,0.23064865447115385,0.18495899908653846,-0.04568965538461539,-19.80920092049771,0.7693513455288462,0.8150410009134615,0.045689655384615335,5.938724309789647,17.164,17.206,0.04199999999999804,0.24469820554648122,34328.0,34412.0,84.0,0.24469820554649263,2.3987460065,2.4031301409999997,0.004384134499999526,0.18276776649631185,45.887,45.8545,-0.03249999999999886,-0.07082615991457028,0.0255,0.019,-0.006499999999999999,-25.49019607843137,0.1137279443590033,0.0538537822677426,-0.059874162091260695,-52.646834011399015,0.0255,0.019,-0.006499999999999999,-25.49019607843137
