metric,baseline,ml_policy,delta_ml_minus_baseline,delta_pct
connected_clients_ratio,0.8093678333333334,0.8084841666666667,-0.000883666666666727,-0.10917985991948781
coverage_ratio,0.9990330000000001,0.9991825,0.0001494999999999136,0.01496447064310324
block_ratio,0.0,0.0,0.0,0.0
handover_ratio,0.0,0.0,0.0,0.0
avg_slice_load_ratio,0.702101970636286,0.7517665777847625,0.049664607148476536,7.073702855935236
total_bandwidth_usage,329987926.1990544,353330291.55883837,23342365.359783947,7.073702855935229
avg_latency_ms,0.7458687512518767,0.7477978854689468,0.0019291342170700831,0.25864258474861657
p95_latency_ms,3.102838709071538,3.7495160617695857,0.6466773526980476,20.84147496314924
latency_violation_ratio,0.0,0.0,0.0,0.0
avg_state_sla_violation_share,0.004833333333333333,0.005333333333333334,0.0005000000000000013,10.344827586206925
bandwidth_jain_fairness,0.40753147729088746,0.4018633048957653,-0.0056681723951221286,-1.3908551145059909
bandwidth_jain_fairness_min,0.3333333333333333,0.3333333333333333,0.0,0.0
