effective_time,slice_name,observed_sla_violation_share,observed_latency_violation_ratio,observed_near_breach_share,observed_request_count,observed_avg_load,safety_margin_before,safety_margin_after,feedback_reason
4,URLLC,0.0,0.0,0.0,102.0,0.1844692467948718,1.25,1.2,decrease_margin_after_safe_window
4,eMBB,0.0,0.0,0.0,164.0,0.9980724429212254,0.9,0.85,decrease_margin_after_safe_window
4,mMTC,0.0,0.0,0.0,205.0,0.20107762431318682,0.9,0.85,decrease_margin_after_safe_window
5,URLLC,0.0,0.0,0.0,100.0,0.14352181181318682,1.2,1.15,decrease_margin_after_safe_window
5,eMBB,0.0,0.0,0.0,113.0,0.9969775872315647,0.85,0.7999999999999999,decrease_margin_after_safe_window
5,mMTC,0.0,0.0,0.0,187.0,0.2630600949626159,0.85,0.7999999999999999,decrease_margin_after_safe_window
6,URLLC,0.0,0.0,0.0,93.0,0.13775823557692307,1.15,1.0999999999999999,decrease_margin_after_safe_window
6,eMBB,0.0,0.0,0.0,74.0,0.9983355603540868,0.7999999999999999,0.7499999999999999,decrease_margin_after_safe_window
6,mMTC,0.0,0.0,0.0,218.0,0.2750546297829245,0.7999999999999999,0.7499999999999999,decrease_margin_after_safe_window
7,URLLC,0.0,0.0,1.0,104.0,0.16885896497252748,1.0999999999999999,1.0499999999999998,decrease_margin_after_safe_window
7,eMBB,0.0,0.0,1.0,56.0,0.9972761418562305,0.7499999999999999,0.6999999999999998,decrease_margin_after_safe_window
7,mMTC,0.0,0.0,0.0,190.0,0.342232946950181,0.7499999999999999,0.6999999999999998,decrease_margin_after_safe_window
8,URLLC,0.0,0.0,1.0,116.0,0.16624132280219778,1.0499999999999998,0.9999999999999998,decrease_margin_after_safe_window
8,eMBB,0.0,0.0,1.0,30.0,0.9989476737494927,0.6999999999999998,0.6499999999999998,decrease_margin_after_safe_window
8,mMTC,0.0,0.0,0.0,178.0,0.32542476946445154,0.6999999999999998,0.6499999999999998,decrease_margin_after_safe_window
9,URLLC,0.0,0.0,1.0,113.0,0.1578574896978022,0.9999999999999998,0.9499999999999997,decrease_margin_after_safe_window
9,eMBB,0.0,0.0,1.0,26.0,0.9992005419073698,0.6499999999999998,0.5999999999999998,decrease_margin_after_safe_window
9,mMTC,0.0,0.0,0.0,204.0,0.30546799149221326,0.6499999999999998,0.5999999999999998,decrease_margin_after_safe_window
