client_id,slice_name,total_connected_time,total_unconnected_time,total_request_count,total_consume_time,total_usage,avg_served_bandwidth,total_completed_requests,completion_ratio,total_latency_ms,avg_completion_latency_ms,max_completion_latency_ms,completion_latency_violation_count,completion_latency_violation_ratio,total_first_service_latency_ms,avg_first_service_latency_ms,max_first_service_latency_ms,first_service_latency_violation_count,first_service_latency_violation_ratio
0,eMBB,494.25,5.75,24,1952,288480729.7328826,147787.25908446856,23,0.9583333333333334,195.65132338632398,8.50657927766626,17.528707925488057,0,0.0,5.676743356239267,0.2365309731766361,0.23955255726536098,0,0.0
1,mMTC,309.75,190.25,620,619,49957661.0,80707.04523424878,619,0.9983870967741936,161.5596794168811,0.26100109760400825,0.28864838495726497,0,0.0,93.07987241517178,0.1501288264760835,0.18169444444444444,0,0.0
2,eMBB,495.75,4.25,18,1964,310807565.09620136,158252.3243870679,17,0.9444444444444444,194.68915252313496,11.452303089596175,17.820538042446056,0,0.0,4.059676523368962,0.225537584631609,0.23182004100593653,0,0.0
3,eMBB,495.5,4.5,19,1962,288442928.14681214,147014.74421346185,18,0.9473684210526315,198.52313229501826,11.029062905278792,17.130217779617997,0,0.0,4.413187355236053,0.23227301869663436,0.24100043148685224,0,0.0
4,mMTC,298.75,201.25,598,597,48395129.0,81063.8676716918,597,0.9983277591973244,154.793195355074,0.25928508434685765,0.27792982393162396,0,0.0,88.89657925148416,0.14865648704261564,0.16894444444444445,0,0.0
5,eMBB,488.75,11.25,20,1934,288680969.7563675,149266.2718492076,19,0.95,185.00283555389007,9.736991344941583,18.727268709100827,0,0.0,4.5989968455029455,0.22994984227514728,0.2390676308952809,0,0.0
6,mMTC,233.0,267.0,466,466,36632348.0,78610.18884120171,466,1.0,122.11007574413446,0.26203878915050316,0.2795750028033354,0,0.0,71.35617751885664,0.15312484446106575,0.1761229759397157,0,0.0
7,eMBB,494.25,5.75,23,1953,290699053.6252634,148847.44169240317,22,0.9565217391304348,199.90176730478322,9.086443968399237,18.928790560183124,0,0.0,5.422846861124322,0.23577595048366617,0.2400638061078495,0,0.0
8,URLLC,177.0,323.0,708,707,99035415.0,140078.38048090524,707,0.998587570621469,43.745057927101215,0.06187419791669196,0.06399031423076927,0,0.0,1.0677689747935204,0.0015081482694823734,0.001528139724888302,0,0.0
9,eMBB,487.5,12.5,16,1933,307718497.26218444,159192.18689197334,15,0.9375,184.26554789387276,12.284369859591518,18.42152564292021,0,0.0,3.621333589241263,0.22633334932757893,0.23133849333384374,0,0.0
10,URLLC,158.0,342.0,632,632,88542809.0,140099.38132911394,632,1.0,38.83629892147447,0.061449840065624164,0.06317421398145738,0,0.0,0.9642015730129713,0.00152563540033698,0.0015519066707259555,0,0.0
11,eMBB,492.75,7.25,19,1951,284023065.22759247,145578.19847646976,18,0.9473684210526315,194.03917953646078,10.779954418692265,19.334165225375248,0,0.0,4.429007602640575,0.23310566329687238,0.2424446586051283,0,0.0
12,eMBB,493.0,7.0,21,1950,289960567.7420479,148697.72704720404,20,0.9523809523809523,196.92836439575083,9.846418219787541,17.92786425337551,0,0.0,4.83385154287616,0.23018340680362667,0.23908078785792442,0,0.0
13,mMTC,282.5,217.5,565,564,44629063.0,79129.54432624113,564,0.9982300884955753,147.99963217860818,0.2624106953521422,0.2806111291922243,0,0.0,86.73659486214227,0.15351609710113676,0.17190800550648325,0,0.0
14,eMBB,494.5,5.5,15,1962,294650567.55777615,150178.67867368815,14,0.9333333333333333,194.81411702268568,13.915294073048978,18.628655152038643,0,0.0,3.468363499070281,0.23122423327135208,0.2391252910846247,0,0.0
15,URLLC,202.75,297.25,811,811,112222635.0,138375.62885326758,811,1.0,50.16879662581186,0.06186041507498379,0.0639672727538462,0,0.0,1.2923798573502983,0.001593563325955978,0.0017736109781634078,0,0.0
16,eMBB,494.75,5.25,16,1962,312868970.9560157,159464.30731703146,15,0.9375,194.29246135160867,12.952830756773912,18.522860724905332,0,0.0,3.549583919567403,0.22184899497296268,0.23136675448420277,0,0.0
17,mMTC,311.0,189.0,622,622,49622363.0,79778.71864951769,622,1.0,160.1349698239871,0.25745171997425575,0.2748866109850077,0,0.0,91.88566835321784,0.14772615490871036,0.16914262295081967,0,0.0
18,mMTC,322.5,177.5,645,645,49294259.0,76425.20775193798,645,1.0,167.30933961637325,0.2593943249866252,0.2778280582718728,0,0.0,96.32299679312547,0.14933797952422553,0.1705908743722882,0,0.0
19,eMBB,492.25,7.75,21,1947,290256534.41784537,149078.85691722925,20,0.9523809523809523,194.36337279548468,9.718168639774234,19.227230801827645,0,0.0,4.971744370790868,0.2367497319424223,0.23864316600190785,0,0.0
20,mMTC,253.0,247.0,506,505,40427491.0,80054.43762376238,505,0.9980237154150198,132.7697069397218,0.26291031077172633,0.28819877409855355,0,0.0,78.05327216770051,0.1542554785922935,0.18040164520966462,0,0.0
21,mMTC,304.5,195.5,609,609,49607238.0,81456.87684729064,609,1.0,156.19710214445544,0.25648128430945066,0.2774834742833035,0,0.0,89.45285620052398,0.14688482134733002,0.17211882744569662,0,0.0
22,eMBB,491.5,8.5,24,1941,297899809.8034243,153477.49088275337,23,0.9583333333333334,193.55914379284422,8.415614947514966,16.82440875554148,0,0.0,5.482535317863093,0.22843897157762885,0.23420555555555558,0,0.0
23,eMBB,491.5,8.5,21,1944,305097689.07363856,156943.25569631613,20,0.9523809523809523,196.10287844815142,9.80514392240757,17.62175725813383,0,0.0,4.806396131956284,0.22887600628363255,0.23143417133687882,0,0.0
24,eMBB,494.25,5.75,17,1959,288523159.1030633,147280.83670396288,16,0.9411764705882353,196.14450044615415,12.259031277884635,18.532594077087868,0,0.0,4.01823933011787,0.23636701941869825,0.24104792277714496,0,0.0
25,eMBB,480.5,19.5,16,1903,278347917.5873005,146267.95459132973,15,0.9375,177.13381995818168,11.808921330545445,17.73161511579669,0,0.0,3.6992479737061967,0.2312029983566373,0.24105510653871134,0,0.0
26,mMTC,286.5,213.5,573,573,45182858.0,78853.15532286213,573,1.0,151.50457826719017,0.2644058957542586,0.2863704133057492,0,0.0,87.72722433077993,0.1531016131427224,0.1777888375792535,0,0.0
27,eMBB,489.25,10.75,26,1930,368204232.1592074,190779.39490114374,25,0.9615384615384616,194.83695907411354,7.793478362964541,15.620670497059002,0,0.0,5.870274059108094,0.22577977150415746,0.22892111338572793,0,0.0
28,eMBB,489.75,10.25,19,1939,290737996.78423864,149942.23660868418,18,0.9473684210526315,196.88064607558323,10.937813670865735,19.63056457525641,0,0.0,4.3709047967307395,0.23004762088056524,0.2396357008146662,0,0.0
29,eMBB,488.25,11.75,20,1932,299167421.2159478,154848.56170597713,19,0.95,191.97010567843253,10.10368977254908,18.823513846410147,0,0.0,4.56133783512571,0.2280668917562855,0.2347649663312749,0,0.0
30,URLLC,196.75,303.25,787,787,107818044.0,136998.78526048284,787,1.0,48.32654985481608,0.061406035393667194,0.06331027187105653,0,0.0,1.2272071659699464,0.0015593483684497413,0.0015859440223699828,0,0.0
31,eMBB,496.0,4.0,16,1967,290926797.6113326,147903.81169869477,15,0.9375,198.8135650404767,13.254237669365114,19.631549445268195,0,0.0,3.6825994419022106,0.23016246511888816,0.24110117079489202,0,0.0
32,eMBB,493.5,6.5,18,1955,285898390.77846104,146239.58607593915,17,0.9444444444444444,191.48684451202524,11.263932030119133,19.93021900285263,0,0.0,4.27167198297861,0.23731511016547835,0.2429797813106375,0,0.0
33,mMTC,286.75,213.25,574,573,46287105.0,80780.28795811518,573,0.9982578397212544,151.3474602346524,0.26413169325419267,0.28468674467687793,0,0.0,87.56168754371231,0.15254649397859288,0.17357559219824542,0,0.0
34,eMBB,483.0,17.0,25,1906,364461668.661029,191218.08429225025,24,0.96,193.9326993913567,8.08052914130653,14.218099298133566,0,0.0,5.661008984468917,0.22644035937875667,0.2294483012928229,0,0.0
35,eMBB,497.25,2.75,18,1970,295829088.3026384,150167.04989981645,17,0.9444444444444444,189.24176120987718,11.131868306463364,19.295038866943514,0,0.0,4.12499101667269,0.22916616759292724,0.23870628767663496,0,0.0
36,eMBB,490.0,10.0,20,1939,300443422.8747263,154947.61365380418,19,0.95,194.21896907995927,10.222051004208382,18.721515864943733,0,0.0,4.5127816758953045,0.22563908379476522,0.23430124484158726,0,0.0
37,mMTC,246.25,253.75,493,492,40251811.0,81812.62398373983,492,0.9979716024340771,131.48331280402664,0.26724250569924113,0.2936432153049359,0,0.0,76.31956891616336,0.15480642782183238,0.18334815000579063,0,0.0
38,eMBB,488.75,11.25,19,1935,283297725.3773555,146407.0932182716,18,0.9473684210526315,192.26267034201032,10.681259463445018,20.029696457846168,0,0.0,4.557162201117692,0.23985064216408905,0.24160422269052392,0,0.0
39,URLLC,203.25,296.75,813,813,113077800.0,139087.08487084872,813,1.0,49.67864399176964,0.06110534316330829,0.06289428482987691,0,0.0,1.2598702463850364,0.0015496558996125908,0.0015864259516483522,0,0.0
40,eMBB,492.0,8.0,19,1948,292080340.02236164,149938.57290675648,18,0.9473684210526315,193.77340160632596,10.76518897812922,19.226329121497614,0,0.0,4.3674066707427315,0.22986350898645955,0.23965321255044855,0,0.0
41,eMBB,491.0,9.0,23,1940,372697002.4947595,192111.8569560616,22,0.9565217391304348,194.08383602773227,8.821992546715103,14.71724970389635,0,0.0,5.098773011277554,0.22168578309902406,0.23090398370028506,0,0.0
42,eMBB,492.5,7.5,16,1953,292849141.517374,149948.35715175318,15,0.9375,186.0895256649004,12.405968377660027,19.726997086550565,0,0.0,3.655304969027127,0.22845656056419544,0.2382545623251836,0,0.0
43,eMBB,491.25,8.75,17,1947,303927555.04493433,156100.43916021282,16,0.9411764705882353,185.19247131982044,11.574529457488778,19.02240521981477,0,0.0,3.8617169686632717,0.22715982168607482,0.2338357091730316,0,0.0
44,URLLC,182.25,317.75,729,729,101891496.0,139768.85596707818,729,1.0,44.813490870193824,0.06147255263401073,0.06325856269027323,0,0.0,1.2043934505785012,0.0016521172161570662,0.0018345576739627848,0,0.0
45,mMTC,238.75,261.25,478,477,39939834.0,83731.30817610063,477,0.997907949790795,122.95306383983896,0.25776323656150724,0.2758903460769865,0,0.0,70.69209191334316,0.14789140567645012,0.16646040932484968,0,0.0
