time,slice_name,avg_target_ratio,avg_scheduling_weight,avg_admission_guard_factor
4,URLLC,0.19999999999999998,1.9663204886699164,1.0129343384626768
4,eMBB,0.6665109971312283,1.3482075286741255,1.0465547130187536
4,mMTC,0.13348900286877166,0.9785740812485807,1.0088104519169245
5,URLLC,0.2,2.0243865273585544,1.0159609011658335
5,eMBB,0.6840959647550342,1.3481157702236686,1.0462892073108343
5,mMTC,0.11590403524496577,0.9784985873215811,1.0085287230973428
6,URLLC,0.19999999999999998,2.3004645654889586,1.0344509725851299
6,eMBB,0.6916674387937538,1.3529800208526293,1.0457888760880079
6,mMTC,0.10833256120624615,0.9819157187554414,1.0080226846426823
7,URLLC,0.2,2.4263769632833188,1.0425638218946334
7,eMBB,0.6951382181708203,1.3550926943592605,1.045621144120811
7,mMTC,0.10486178182917952,0.983155052089507,1.0078323652670864
8,URLLC,0.19999999999999998,2.528379118216556,1.048173355793431
8,eMBB,0.6969971958018657,1.3551582138131282,1.0462864296166123
8,mMTC,0.10300280419813428,0.9829890338070415,1.008400140878571
9,URLLC,0.19999999999999998,2.487923946350059,1.0460076609392712
9,eMBB,0.6979877741455924,1.3550418043157517,1.0459712863792092
9,mMTC,0.10201222585440757,0.9822716959837582,1.0079664112323266
10,URLLC,0.19999999999999998,2.633046970590471,1.0544900376554762
10,eMBB,0.6974564356977387,1.3545583363324967,1.0464961107811264
10,mMTC,0.10254356430226129,0.9818518992060173,1.008463431374341
11,URLLC,0.19999999999999998,2.62742327876794,1.0547141895718233
11,eMBB,0.6956717452092919,1.3552657289870407,1.0463385180151705
11,mMTC,0.10432825479070805,0.9826653674030684,1.0083409643962598
12,URLLC,0.19999999999999998,2.4813550995241656,1.0451933047035906
12,eMBB,0.6925338597882015,1.3521406799448148,1.0461027220540717
12,mMTC,0.10746614021179855,0.9814462383326051,1.0083774309374243
13,URLLC,0.19999999999999998,2.4922188450021565,1.0461632355945916
13,eMBB,0.6894732040856747,1.3356994517650487,1.0428819679045718
13,mMTC,0.11052679591432538,0.9802315492559165,1.0081029165648183
14,URLLC,0.19999999999999998,2.4767327623940347,1.0457727331311164
14,eMBB,0.6855967400895047,1.3175969691961853,1.0391414725887702
14,mMTC,0.11440325991049534,0.980844642095686,1.0080019872126444
15,URLLC,0.19999999999999998,2.480589385258823,1.0452802226966695
15,eMBB,0.6828766688799706,1.3021124686073011,1.0368795575807102
15,mMTC,0.11712333112002947,0.9791772931245456,1.0083487214034876
16,URLLC,0.19999999999999998,2.4784512323758237,1.0457318998344622
16,eMBB,0.6808616595309073,1.294596246414082,1.0351382311151873
16,mMTC,0.11913834046909269,0.9791707828292938,1.0080767520548186
17,URLLC,0.19999999999999998,2.458978312408362,1.0450636941445783
17,eMBB,0.6800683292597339,1.2960584717913761,1.0351924811540658
17,mMTC,0.11993167074026602,0.9792695478209988,1.0078526679788375
18,URLLC,0.19999999999999998,2.482058159654233,1.0457353606773494
18,eMBB,0.6795663665402026,1.2930570098015999,1.035113680950911
18,mMTC,0.12043363345979737,0.9787646325777944,1.0082445052394142
19,URLLC,0.19999999999999998,2.4454182347000937,1.0441655862485173
19,eMBB,0.6791750614022305,1.2901124495123926,1.0340118372262483
19,mMTC,0.12082493859776947,0.979147538898756,1.0078151751370343
20,URLLC,0.19999999999999993,2.4550445554715266,1.044400879327171
20,eMBB,0.6783171724468844,1.2869061787242815,1.0333962751564607
20,mMTC,0.12168282755311553,0.9793889023047647,1.0079121466842134
21,URLLC,0.19999999999999998,2.4738901834415983,1.045542346134863
21,eMBB,0.6776448516628676,1.2844765083189744,1.0331887653585208
21,mMTC,0.12235514833713226,0.978867713660947,1.0080315868731264
22,URLLC,0.19999999999999998,2.450857669728141,1.0444690030619919
22,eMBB,0.6772819734989175,1.2847638727178416,1.0329770291489244
22,mMTC,0.12271802650108254,0.9794094064062484,1.0078775666242035
23,URLLC,0.19999999999999996,2.5344895542573385,1.0484861346181744
23,eMBB,0.6778398570185151,1.2829929465051262,1.0336292790206265
23,mMTC,0.1221601429814848,0.9775853503357865,1.008448941027415
24,URLLC,0.19999999999999993,2.599232635297992,1.0537642922065114
24,eMBB,0.6776416606687332,1.283003852836141,1.033227398500596
24,mMTC,0.12235833933126682,0.9779187978137303,1.008103283546871
25,URLLC,0.19999999999999998,2.51388802514328,1.046902111149939
25,eMBB,0.6777102440787071,1.2809016425057926,1.0337645053283837
25,mMTC,0.12228975592129285,0.9769278215063969,1.0087769692405069
26,URLLC,0.19999999999999998,2.477195429728978,1.046239847597999
26,eMBB,0.6773575480813117,1.2820019945180812,1.0327338862855495
26,mMTC,0.12264245191868826,0.9780988554270414,1.007853911243338
27,URLLC,0.19999999999999998,2.4868296421193894,1.0462876632193583
27,eMBB,0.6764570108309939,1.2825413219159256,1.0330617291916488
27,mMTC,0.1235429891690061,0.9789971871473514,1.0082709141249222
28,URLLC,0.2,2.467684966740855,1.0456514162657349
28,eMBB,0.6755055313307515,1.2824812765402493,1.0326738922256251
28,mMTC,0.12449446866924833,0.9793088736511767,1.0079847193007352
29,URLLC,0.19999999999999998,2.447259436668262,1.044195601691021
29,eMBB,0.6753526576001789,1.2826593910169188,1.032598958030188
29,mMTC,0.12464734239982105,0.9793430581469974,1.0079087386681371
30,URLLC,0.2,2.5043091809463225,1.0476926415112235
30,eMBB,0.6760316412133933,1.2814034008697395,1.0326654576043872
30,mMTC,0.12396835878660671,0.9779474809725529,1.0079001274306552
31,URLLC,0.19999999999999998,2.671800155560299,1.058541948660944
31,eMBB,0.6767042525475196,1.2817773348335244,1.0327843184427208
31,mMTC,0.12329574745248033,0.9780543215254518,1.0079712522317674
32,URLLC,0.19999999999999998,2.610593938032977,1.0540918544322053
32,eMBB,0.6770018972079257,1.2813487306476186,1.0331374139391618
32,mMTC,0.12299810279207431,0.9778022784734154,1.0083021097441314
33,URLLC,0.19999999999999998,2.470704220622628,1.045045977421455
33,eMBB,0.6772627184394994,1.2814401880710455,1.0329958736832092
33,mMTC,0.12273728156050057,0.9776970838019995,1.0081424699081258
34,URLLC,0.19999999999999998,2.4775947294546077,1.0456547855636034
34,eMBB,0.6778122195205984,1.2815909517206836,1.0329882895374667
34,mMTC,0.12218778047940149,0.977620006446793,1.0080728534568075
35,URLLC,0.2,2.471689998980808,1.045601711362657
35,eMBB,0.6776946101516182,1.2826271318268494,1.0328210517842153
35,mMTC,0.1223053898483816,0.9785123061743729,1.0079270926167514
36,URLLC,0.2,2.4512917360107886,1.04504615635534
36,eMBB,0.677476038233432,1.283290547388868,1.0324356244042527
36,mMTC,0.12252396176656798,0.9791512926617768,1.0075672276564511
37,URLLC,0.19999999999999998,2.483890801726413,1.0466332220003056
37,eMBB,0.6772534948282285,1.2832935171860598,1.0325520498415437
37,mMTC,0.12274650517177148,0.9790454187494088,1.0076984746741657
38,URLLC,0.19999999999999998,2.6686711342309843,1.0580337117022884
