metric,baseline,ml_policy,delta_ml_minus_baseline,delta_pct
connected_clients_ratio,0.7566037333333334,0.7562002666666667,-0.0004034666666666853,-0.05332602112457881
coverage_ratio,0.9994209333333334,0.9991094,-0.0003115333333333359,-0.03117138364255487
block_ratio,0.0,0.0,0.0,0.0
handover_ratio,0.0,0.0,0.0,0.0
avg_slice_load_ratio,0.7238608549523153,0.7678538657699836,0.043993010817668265,6.077550749800709
total_bandwidth_usage,1824129354.4798348,1934991741.7403586,110862387.2605238,6.077550749800696
avg_latency_ms,0.7446457477380707,0.7508427465558158,0.0061969988177451585,0.8322076418980578
p95_latency_ms,0.46415209114504624,0.4741851045407379,0.010033013395691681,2.1615788417414223
latency_violation_ratio,0.0,0.0,0.0,0.0
avg_state_sla_violation_share,0.001,0.001,0.0,0.0
bandwidth_jain_fairness,0.4290615631281088,0.4227331056710965,-0.006328457457012271,-1.474953247005891
bandwidth_jain_fairness_min,0.3333333333333333,0.3333333333333333,0.0,0.0
