slice_name,baseline_state_ratio,ml_state_ratio,ml_action_target_ratio_mean,ml_action_target_ratio_min,ml_action_target_ratio_max,ml_scheduling_weight_mean,ml_admission_guard_factor_mean,target_ratio_delta_vs_baseline_state
URLLC,0.18285714285714286,0.19996571428571427,0.19999999999999998,0.1999999999999999,0.2,2.7935959437299354,1.0845911076451853,0.017142857142857126
eMBB,0.6371428571428571,0.6861387224338729,0.6862374933288106,0.6634631350422413,0.7000000000000001,1.3418505373668903,1.0429904215965697,0.049094636185953444
mMTC,0.18,0.11389556328041289,0.11376250667118941,0.1,0.1365368649577587,0.980951380800258,1.0085631145116913,-0.06623749332881058
