metric,value
connected_clients_ratio,0.7252515
coverage_ratio,0.9993573333333332
block_ratio,0.0
handover_ratio,0.0
avg_slice_load_ratio,0.7277216753759239
total_bandwidth_usage,342029187.42668426
avg_latency_ms,1.110977734737569
p95_latency_ms,8.995994830594432
latency_violation_ratio,0.0
avg_state_sla_violation_share,0.0025
bandwidth_jain_fairness,0.3696439043148687
bandwidth_jain_fairness_min,0.3333333333333333
