broker_preset,name,description,observed_window,forecast_horizon,smoothing_alpha,forecast_blend,safety_margin_initial,safety_margin_min,safety_margin_max,safety_margin_step_up,safety_margin_step_down,violation_threshold,safe_threshold,scheduling_forecast_gain,admission_forecast_gain,target_ratio_ema_alpha,fairness_floor_by_slice,initial_safety_margin_by_slice
forecasting_balanced,forecasting_balanced,"Broker có xét forecasting, kết hợp action từ risk của ML với traffic demand forecast.",8,1,0.45,0.35,1.0,0.45,2.5,0.25,0.05,0.15,0.03,0.18,0.04,1.0,"{'URLLC': 0.2, 'eMBB': 0.12, 'mMTC': 0.08}","{'URLLC': 1.25, 'eMBB': 0.9, 'mMTC': 0.9}"
