horizon,point_index,fpr,tpr,threshold,roc_auc
3,100,0.14953271028037382,1.0,4.825822045039968e-05,0.9983198762370992
3,101,1.0,1.0,0.0,0.9983198762370992
5,0,0.0,0.0,inf,0.9990250091328259
5,1,0.0,0.4981684981684982,0.8902654867256636,0.9990250091328259
5,2,0.0,0.5604395604395604,0.804551201011378,0.9990250091328259
5,3,0.0,0.5622710622710623,0.79832565673259,0.9990250091328259
5,4,0.0,0.6703296703296703,0.747003075378146,0.9990250091328259
5,5,0.0,0.6794871794871795,0.7441820215466042,0.9990250091328259
5,6,0.0,0.6831501831501832,0.7355584274961106,0.9990250091328259
5,7,0.0,0.6886446886446886,0.735306875049835,0.9990250091328259
5,8,0.0,0.6996336996336996,0.7333529626873535,0.9990250091328259
5,9,0.0,0.7014652014652014,0.7261763589268979,0.9990250091328259
5,10,0.0,0.7106227106227107,0.7260215509567209,0.9990250091328259
5,11,0.0,0.7124542124542125,0.716398852448141,0.9990250091328259
5,12,0.0,0.7234432234432234,0.7143987410313174,0.9990250091328259
5,13,0.0,0.7307692307692307,0.7068998800143257,0.9990250091328259
5,14,0.0,0.7435897435897436,0.6902654867256637,0.9990250091328259
5,15,0.0,0.7967032967032966,0.6313436902171199,0.9990250091328259
5,16,0.0,0.8040293040293041,0.6312737802078796,0.9990250091328259
5,17,0.0,0.8186813186813187,0.6263913107240091,0.9990250091328259
5,18,0.0004492362982929021,0.8186813186813187,0.6255272520250308,0.9990250091328259
5,19,0.0004492362982929021,0.8205128205128205,0.6254991771755039,0.9990250091328259
5,20,0.0013477088948787063,0.8205128205128205,0.6223264610023737,0.9990250091328259
5,21,0.0013477088948787063,0.8278388278388278,0.6211827504957074,0.9990250091328259
5,22,0.0017969451931716084,0.8278388278388278,0.6203309503865925,0.9990250091328259
5,23,0.0017969451931716084,0.8315018315018315,0.6199631484582518,0.9990250091328259
5,24,0.0026954177897574125,0.8315018315018315,0.6199178643840655,0.9990250091328259
5,25,0.0026954177897574125,0.8333333333333334,0.6197165680441155,0.9990250091328259
5,26,0.0026954177897574125,0.836996336996337,0.6196631707518219,0.9990250091328259
5,27,0.0026954177897574125,0.8406593406593407,0.6174692294707426,0.9990250091328259
5,28,0.0031446540880503146,0.8406593406593407,0.6173161319057595,0.9990250091328259
5,29,0.0031446540880503146,0.8553113553113553,0.603877256084653,0.9990250091328259
5,30,0.0035938903863432167,0.8553113553113553,0.6027307653145946,0.9990250091328259
5,31,0.0035938903863432167,0.8571428571428571,0.6023534058738162,0.9990250091328259
5,32,0.004043126684636119,0.8571428571428571,0.6018187466693785,0.9990250091328259
5,33,0.004043126684636119,0.8644688644688645,0.6011070559975336,0.9990250091328259
5,34,0.004492362982929021,0.8644688644688645,0.6010383326387309,0.9990250091328259
5,35,0.005840071877807727,0.8644688644688645,0.600922428443964,0.9990250091328259
5,36,0.005840071877807727,0.8681318681318682,0.6006795919249818,0.9990250091328259
5,37,0.006289308176100629,0.8681318681318682,0.599833891115046,0.9990250091328259
5,38,0.006289308176100629,0.9194139194139194,0.5813886030568917,0.9990250091328259
5,39,0.006289308176100629,0.9230769230769231,0.5799615011538266,0.9990250091328259
5,40,0.006289308176100629,0.9377289377289377,0.5690462001357661,0.9990250091328259
5,41,0.006289308176100629,0.9413919413919414,0.5679683178682967,0.9990250091328259
5,42,0.006289308176100629,1.0,0.3449272198404282,0.9990250091328259
5,43,0.006738544474393531,1.0,0.015080661489908751,0.9990250091328259
5,44,1.0,1.0,0.0,0.9990250091328259
