controller_preset,name,description,alpha_risk,beta_load,gamma_latency,delta_priority,scheduling_risk_gain,scheduling_latency_gain,scheduling_load_gain,admission_risk_gain,admission_block_gain,risk_probability_ceiling,admission_hysteresis_high_threshold,admission_hysteresis_low_threshold,admission_hysteresis_windows,admission_hysteresis_warmup_factor,urllc_first_service_gain,urllc_scheduling_bonus,urllc_admission_guard_bonus,non_urllc_scheduling_backoff,non_urllc_admission_guard_bonus,slice_ratio_biases,action_optimizer_enabled,optimizer_current_anchor,optimizer_demand_gain,optimizer_risk_gain,optimizer_move_penalty,optimizer_prior_gain,optimizer_prior_penalty,optimizer_starvation_floor,optimizer_ratio_prior_by_slice,optimization_qp_enabled,qp_mu,qp_load_gain,qp_latency_gain,qp_min_objective_weight,dynamic_borrow_enabled,borrow_intensity,borrow_load_threshold,borrow_risk_threshold,adaptive_step_enabled,adaptive_step_kappa,adaptive_step_ceiling,priority_weights,constraints.min_ratio,constraints.max_ratio,constraints.max_step_change,constraints.scheduling_weight_floor,constraints.scheduling_weight_ceiling,constraints.admission_guard_floor,constraints.admission_guard_ceiling,constraints.min_ratio_by_slice,constraints.max_ratio_by_slice
balanced_ml_v3_gentle,balanced_ml_v3_gentle,ML controller nhẹ tay: giảm admission gating để tránh vòng lặp block_ratio khi risk score cao. Phù hợp với model GBDT đã loại bỏ feature SLA-derived (no-leak) — risk score đáng tin cậy hơn nên controller không cần phản ứng quá hung hãn ở cửa admission. Ưu tiên vẫn dành cho URLLC nhưng giảm starvation cho eMBB/mMTC.,0.3,0.28,0.22,0.2,1.0,1.1,0.2,0.3,0.05,0.85,0.75,0.45,2,0.35,0.55,0.45,0.03,0.04,0.02,"{'URLLC': 0.02, 'eMBB': 0.01, 'mMTC': 0.0}",False,0.55,0.3,0.15,0.4,0.0,0.0,0.08,{},False,0.2,0.4,0.3,0.05,False,0.5,0.45,0.65,False,1.0,,"{'URLLC': 1.4, 'eMBB': 1.0, 'mMTC': 0.85}",0.1,0.7,0.08,0.6,2.8,0.9,1.15,"{'URLLC': 0.2, 'eMBB': 0.15, 'mMTC': 0.1}",{}
