base_station_id,slice_name,avg_bandwidth_usage_mbps_baseline,avg_bandwidth_usage_mbps_ml,avg_bandwidth_usage_mbps_delta,avg_bandwidth_usage_mbps_delta_pct,avg_slice_capacity_mbps_baseline,avg_slice_capacity_mbps_ml,avg_slice_capacity_mbps_delta,avg_slice_capacity_mbps_delta_pct,avg_slice_load_ratio_baseline,avg_slice_load_ratio_ml,avg_slice_load_ratio_delta,avg_slice_load_ratio_delta_pct,avg_remaining_capacity_ratio_baseline,avg_remaining_capacity_ratio_ml,avg_remaining_capacity_ratio_delta,avg_remaining_capacity_ratio_delta_pct,avg_request_count_per_window_baseline,avg_request_count_per_window_ml,avg_request_count_per_window_delta,avg_request_count_per_window_delta_pct,total_request_count_baseline,total_request_count_ml,total_request_count_delta,total_request_count_delta_pct,avg_requested_usage_mbps_per_window_baseline,avg_requested_usage_mbps_per_window_ml,avg_requested_usage_mbps_per_window_delta,avg_requested_usage_mbps_per_window_delta_pct,avg_clients_seen_per_window_baseline,avg_clients_seen_per_window_ml,avg_clients_seen_per_window_delta,avg_clients_seen_per_window_delta_pct,avg_state_sla_violation_share_baseline,avg_state_sla_violation_share_ml,avg_state_sla_violation_share_delta,avg_state_sla_violation_share_delta_pct,avg_sla_safety_margin_baseline,avg_sla_safety_margin_ml,avg_sla_safety_margin_delta,avg_sla_safety_margin_delta_pct,avg_sla_breach_count_per_window_baseline,avg_sla_breach_count_per_window_ml,avg_sla_breach_count_per_window_delta,avg_sla_breach_count_per_window_delta_pct
BS_0,URLLC,1.902479378,1.8939937185,-0.00848565950000002,-0.4460316152767266,14.4,15.9968,1.5968,11.088888888888889,0.13211662347222222,0.11840150432986112,-0.013715119142361107,-10.381069983403517,0.8678833765277777,0.8815984956701388,0.01371511914236112,1.5802951771276552,13.5805,13.529,-0.05150000000000077,-0.3792202054416315,27161.0,27058.0,-103.0,-0.3792202054416259,1.902479378,1.8939937185,-0.00848565950000002,-0.4460316152767266,35.0,35.1155,0.11549999999999727,0.3299999999999922,0.049,0.042,-0.006999999999999999,-14.285714285714285,0.11074073310860687,0.052993831814025914,-0.05774690129458095,-52.146034863203205,0.049,0.042,-0.006999999999999999,-14.285714285714285
BS_0,eMBB,49.303662137878774,55.03566374342668,5.732001605547907,11.625914500059324,49.6,55.67163787591067,6.0716378759106675,12.241205394981185,0.994025446328201,0.9885235236359049,-0.005501922692296102,-0.5534991797865416,0.005974553671798929,0.011476476364095108,0.005501922692296179,92.08926715758432,3.0775,3.4205,0.34299999999999997,11.145410235580828,6155.0,6841.0,686.0,11.145410235580828,50.855744886,56.7588918945,5.903147008500007,11.607630606399939,290.859,291.397,0.5380000000000109,0.18496934940985527,0.0005,0.0005,0.0,0.0,0.126557422475426,0.06147023198684775,-0.06508719048857825,-51.428979206033056,0.0005,0.0005,0.0,0.0
BS_0,mMTC,2.238671284,2.2289289,-0.009742383999999937,-0.43518599937515157,16.0,8.33156212408934,-7.66843787591066,-47.92773672444163,0.13991695525,0.2679450854644727,0.1280281302144727,91.5029418598449,0.86008304475,0.7320549145355274,-0.12802813021447257,-14.88555448174036,27.921,27.887,-0.03399999999999892,-0.12177214283155662,55842.0,55774.0,-68.0,-0.12177214283156047,2.239480815,2.230368806,-0.009112008999999865,-0.40688042241611544,102.136,102.447,0.31100000000000705,0.3044959661627703,0.0005,0.0005,0.0,0.0,0.17786842376772113,0.11660989154317689,-0.06125853222454425,-34.44036379641051,0.0005,0.0005,0.0,0.0
BS_1,URLLC,2.2624694709999997,2.257698494,-0.004770976999999732,-0.2108747570366545,10.4,12.9948,2.5947999999999993,24.949999999999992,0.2175451414423077,0.17376436369230772,-0.04378077774999997,-20.12491635516967,0.7824548585576924,0.8262356363076923,0.04378077774999989,5.595310358312744,16.1335,16.1735,0.03999999999999915,0.24793132302351717,32267.0,32347.0,80.0,0.2479313230235225,2.2624694709999997,2.257698494,-0.004770976999999732,-0.2108747570366545,42.497,43.0,0.5030000000000001,1.1836129609148882,0.049,0.042,-0.006999999999999999,-14.285714285714285,0.11074073310860687,0.052993831814025914,-0.05774690129458095,-52.146034863203205,0.049,0.042,-0.006999999999999999,-14.285714285714285
BS_1,eMBB,41.36359271618257,44.26092914824651,2.8973364320639377,7.004557007279544,41.6,44.870882074882324,3.270882074882323,7.862697295390199,0.9943171326005426,0.986372265174231,-0.007944867426311508,-0.7990275100191081,0.005682867399457465,0.013627734825768973,0.007944867426311508,139.80385020192438,2.579,2.8065,0.22750000000000004,8.821248545948043,5158.0,5613.0,455.0,8.821248545948041,42.7144686835,45.92713498,3.2126662964999966,7.521260115172647,269.0,268.331,-0.6689999999999827,-0.24869888475835789,0.0005,0.0005,0.0,0.0,0.126557422475426,0.06147023198684775,-0.06508719048857825,-51.428979206033056,0.0005,0.0005,0.0,0.0
BS_1,mMTC,2.5659720805000004,2.5894558015,0.023483720999999846,0.9151978378277543,13.0,7.134317925117676,-5.865682074882324,-45.12063134524865,0.19738246773076923,0.3636557237543281,0.16627325602355886,84.23912110084493,0.8026175322692307,0.6363442762456719,-0.1662732560235588,-20.716374778589305,32.152,32.268,0.11599999999999966,0.3607862652401084,64304.0,64536.0,232.0,0.3607862652401095,2.566943763,2.5909588424999996,0.024015079499999814,0.9355514462823008,117.0,117.2405,0.24049999999999727,0.20555555555555322,0.0005,0.0005,0.0,0.0,0.17786842376772113,0.11660989154317689,-0.06125853222454425,-34.44036379641051,0.0005,0.0005,0.0,0.0
BS_2,URLLC,2.5963475049999998,2.620440168,0.024092663000000236,0.9279444663552554,10.4,12.9948,2.5947999999999993,24.949999999999992,0.24964879855769231,0.201660178125,-0.04798862043269231,-19.22245198452354,0.7503512014423077,0.798339821875,0.04798862043269225,6.395487918250765,18.436,18.6505,0.21450000000000102,1.163484486873514,36872.0,37301.0,429.0,1.1634844868735084,2.5963475049999998,2.620440168,0.024092663000000236,0.9279444663552554,50.0,50.0,0.0,0.0,0.049,0.042,-0.006999999999999999,-14.285714285714285,0.11074073310860687,0.052993831814025914,-0.05774690129458095,-52.146034863203205,0.049,0.042,-0.006999999999999999,-14.285714285714285
BS_2,eMBB,41.38011000865014,44.594860076238234,3.214750067588092,7.768829195756312,41.6,45.1132499975248,3.5132499975247953,8.445312494049988,0.9947141829002437,0.988472630659847,-0.006241552240396686,-0.627471925875076,0.00528581709975633,0.011527369340152976,0.006241552240396646,118.0811239322748,2.5815,2.782,0.2004999999999999,7.766802246755758,5163.0,5564.0,401.0,7.766802246755762,42.771917985,46.222609649,3.450691663999997,8.067657066980596,284.1255,284.131,0.005499999999983629,0.0019357643013329074,0.0005,0.0005,0.0,0.0,0.126557422475426,0.06147023198684775,-0.06508719048857825,-51.428979206033056,0.0005,0.0005,0.0,0.0
BS_2,mMTC,2.065575362,2.0687377225,0.003162360499999739,0.1530982871977023,13.0,6.891950002475209,-6.108049997524791,-46.98499998095993,0.15889041246153845,0.3006701972779979,0.14177978481645942,89.23117677146134,0.8411095875384614,0.6993298027220021,-0.14177978481645936,-16.856279718720504,25.8405,25.7825,-0.05799999999999983,-0.22445386118689592,51681.0,51565.0,-116.0,-0.22445386118689656,2.066664087,2.06960818,0.002944092999999981,0.14245629072084326,95.0,94.802,-0.1979999999999933,-0.20842105263157187,0.0005,0.0005,0.0,0.0,0.17786842376772113,0.11660989154317689,-0.06125853222454425,-34.44036379641051,0.0005,0.0005,0.0,0.0
BS_3,URLLC,1.972967669,1.9766884985,0.003720829499999967,0.18859049534683314,10.4,12.9948,2.5947999999999993,24.949999999999992,0.18970842971153845,0.15213533709615384,-0.03757309261538461,-19.805705351373394,0.8102915702884615,0.8478646629038461,0.03757309261538455,4.636984265060123,14.0635,14.125,0.061500000000000554,0.4373022362854237,28127.0,28250.0,123.0,0.4373022362854197,1.972967669,1.9766884985,0.003720829499999967,0.18859049534683314,37.735,38.0,0.26500000000000057,0.7022658009805236,0.049,0.042,-0.006999999999999999,-14.285714285714285,0.11074073310860687,0.052993831814025914,-0.05774690129458095,-52.146034863203205,0.049,0.042,-0.006999999999999999,-14.285714285714285
