slice_name,avg_bandwidth_usage_mbps_baseline,avg_bandwidth_usage_mbps_ml,avg_bandwidth_usage_mbps_delta,avg_served_bandwidth_baseline,avg_served_bandwidth_ml,avg_served_bandwidth_delta,avg_completion_latency_ms_baseline,avg_completion_latency_ms_ml,avg_completion_latency_ms_delta,avg_first_service_latency_ms_baseline,avg_first_service_latency_ms_ml,avg_first_service_latency_ms_delta,avg_recorded_first_service_latency_ms_baseline,avg_recorded_first_service_latency_ms_ml,avg_recorded_first_service_latency_ms_delta,avg_bandwidth_share_baseline,avg_bandwidth_share_ml,avg_bandwidth_share_delta,zero_bandwidth_window_share_baseline,zero_bandwidth_window_share_ml,zero_bandwidth_window_share_delta,completion_ratio_baseline,completion_ratio_ml,completion_ratio_delta,completion_latency_violation_ratio_baseline,completion_latency_violation_ratio_ml,completion_latency_violation_ratio_delta,first_service_latency_violation_ratio_baseline,first_service_latency_violation_ratio_ml,first_service_latency_violation_ratio_delta,request_latency_violation_event_ratio_baseline,request_latency_violation_event_ratio_ml,request_latency_violation_event_ratio_delta,avg_state_sla_violation_share_baseline,avg_state_sla_violation_share_ml,avg_state_sla_violation_share_delta,avg_sla_safety_margin_baseline,avg_sla_safety_margin_ml,avg_sla_safety_margin_delta,avg_sla_safety_margin_improvement_pct
URLLC,15.545414597499999,15.501524595000001,-0.04389000249999775,139876.2686918517,139888.44123887253,12.172547020833008,0.06412096944068087,0.059370302008809536,-0.0047506674318713304,0.005436253631755161,0.0037364953594007273,-0.0016997582723544333,0.005436253631755161,0.0037364953594007273,-0.0016997582723544333,0.0475455526196407,0.044314468365959786,-0.0032310842536809117,0.0,0.0,0.0,0.9995141197694768,0.9995397651900048,2.564542052796437e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0135,0.015,0.0014999999999999996,0.11678485633132828,0.05665430097881655,-0.06013055535251172,-51.48831555858268
eMBB,297.5314728545544,320.9573301063384,23.42585725178401,158633.69647128726,172671.8418552309,14038.145383943629,10.301970459505831,9.467059964039155,-0.8349104954666764,0.23680590233574791,0.20172399124773055,-0.035081911088017365,0.23728046326227245,0.20192591716489544,-0.03535454609737701,0.901241409887709,0.9079658028967411,0.006724393009032159,0.0005,0.0005,0.0,0.949287611687998,0.9529787550141138,0.0036911433261157534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0005,0.0,0.12166362302923088,0.059582864093635175,-0.062080758935595705,-51.02655780740657
mMTC,16.911038747,16.8714368575,-0.03960188949999832,80087.39700175782,80027.59789190933,-59.79910984849266,0.2912649200286693,0.3012506743529742,0.009985754324304874,0.1874416444914026,0.19032167268255712,0.0028800281911545156,0.18753541219750136,0.19041688112311866,0.002881468925617303,0.05121303749265031,0.04771972873729911,-0.0034933087553512057,0.0005,0.0005,0.0,0.9990296409198057,0.9989876622822407,-4.197863756505438e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0005,0.0,0.17326147091204291,0.11483252132559991,-0.058428949586443,-33.722990621558765
