slice_name,baseline_state_ratio,ml_state_ratio,ml_action_target_ratio_mean,ml_action_target_ratio_min,ml_action_target_ratio_max,ml_scheduling_weight_mean,ml_admission_guard_factor_mean,target_ratio_delta_vs_baseline_state
URLLC,0.18285714285714286,0.19996571428571427,0.19999999999999998,0.1999999999999999,0.2,2.7930194637306305,1.0851943303678866,0.017142857142857126
eMBB,0.6371428571428571,0.6868174318541143,0.6869177464725624,0.6627500233655501,0.6998489114055224,1.3408982045493385,1.0434775724487189,0.04977488932970531
mMTC,0.18,0.11321685386017145,0.11308225352743752,0.1001510885944776,0.1372499766344498,0.9799351765837059,1.008939675273173,-0.06691774647256248
